tau1,tau2
-13,1
1,1
-13,-13
2,11
10,-11
-11,2
-13,10
-13,-11
2,0
-11,-11
0,2
1,10
1,0
-13,1
1,10
10,10
2,1
2,-13
-11,2
-11,10
-13,-11
0,1
-11,0
10,3
-11,-13
1,-11
-11,2
11,-11
1,-11
2,11
2,-11
10,1
0,-11
0,0
-11,0
0,1
-11,0
0,-13
-11,0
0,1
0,-13
-13,2
-11,-11
-11,11
-11,0
1,-11
2,-13
2,2
-11,10
-13,-11
1,0
0,0
-11,0
-11,2
0,0
1,-13
1,10
2,1
0,1
1,10
1,-11
11,-11
10,2
1,0
-13,10
-11,10
-11,1
-13,-13
1,0
3,1
-11,1
-13,-13
1,-13
0,0
11,1
2,1
-11,-11
2,1
-11,-13
11,-13
1,10
11,-11
1,0
1,-13
0,1
1,-11
-11,0
-13,2
-11,10
10,3
1,3
10,-11
-13,1
-11,-13
0,-13
-11,-13
0,-13
-11,1
-11,1
0,2
-13,-13
-13,1
1,-13
0,10
0,0
1,10
1,1
10,-11
-11,1
1,1
-11,-11
-13,-11
-13,-13
1,1
1,2
2,11
1,1
2,1
10,1
11,1
0,1
0,-13
-11,-13
1,-11
1,1
1,-13
0,-13
-13,-13
-13,1
-13,0
10,11
1,2
1,1
0,2
-13,1
0,10
-13,10
10,12
10,11
1,10
-11,-11
1,0
10,10
-11,10
0,-11
0,1
1,2
1,1
2,-11
-11,1
-13,10
1,-13
10,-13
-11,2
0,1
1,-11
10,-13
1,1
1,-11
-13,1
11,-13
-11,-13
1,1
-11,1
10,-11
0,-11
11,-11
-11,-13
-11,0
-13,-11
-13,10
10,11
1,1
10,1
-13,1
-11,-13
10,0
-13,0
10,0
-11,2
10,0
0,0
10,-13
1,1
0,10
0,11
-11,-13
-13,1
1,10
1,-13
1,-11
1,0
0,-13
10,-13
-11,-13
-13,1
1,1
-11,1
1,-13
-13,10
2,2
-13,1
0,1
-13,-11
2,2
-13,2
1,1
4,0
1,10
0,1
0,0
1,0
1,-13
0,-11
0,0
1,1
1,-13
10,2
1,-11
-13,-11
0,-13
1,-11
0,1
1,-11
2,2
2,3
10,-11
11,2
3,-13
2,1
-11,-11
-11,-11
10,2
-13,-11
-13,0
1,1
10,10
1,2
-11,-11
1,0
-13,0
2,-11
-11,-13
11,1
-13,-11
-13,11
10,-11
-11,-11
0,-13
-11,-11
1,10
1,-11
-13,2
-13,1
1,-11
-13,0
-11,1
-11,10
-13,0
10,-11
3,2
1,10
-13,1
-13,-11
-11,-11
2,-13
0,1
-11,10
10,1
0,11
1,0
2,11
1,1
0,0
2,2
1,-11
1,1
-11,-11
10,1
-11,3
-13,-11
2,10
-13,-11
1,0
0,2
1,-13
0,2
0,0
-11,1
-11,0
1,0
1,-11
1,-11
-11,-13
10,0
10,1
11,1
-13,0
2,11
10,-11
10,1
2,-11
-13,10
1,-13
1,2
-13,1
1,-1
-11,1
-11,-13
1,2
1,-11
10,10
-11,1
1,-13
2,11
1,10
1,-11
-11,-13
1,1
0,10
2,0
-13,1
2,1
-13,1
2,-11
0,-11
1,1
0,3
-13,1
1,-11
10,1
-11,-13
3,1
1,2
0,-11
1,-13
-11,1
1,-11
1,-13
-11,1
-13,-13
-11,1
0,-13
2,1
-13,11
2,1
-11,10
-13,-13
11,-13
2,-11
-11,1
-13,1
-11,-11
0,1
-13,11
-11,-11
1,1
-11,0
-11,11
-11,-11
10,2
-13,0
10,-13
-13,1
0,-11
-11,-13
1,-13
1,1
-11,12
1,1
0,-11
2,-13
11,-13
-11,0
2,-13
-13,1
-13,0
0,-11
1,1
10,11
10,10
1,10
-11,10
2,1
2,-13
1,-13
-13,-11
2,10
1,1
-13,2
-11,3
1,0
-11,-11
2,10
10,-13
0,10
1,10
-11,10
3,-11
-13,1
2,0
2,0
-11,1
-11,1
-13,-11
0,-11
2,0
2,-11
11,0
-11,2
-11,0
0,-13
-13,-11
0,2
1,-13
0,2
0,11
1,0
-13,1
-13,2
-13,2
10,10
0,-11
1,-13
2,10
2,-13
-13,10
0,1
-11,-13
-13,3
1,2
2,2
11,-11
1,2
-11,1
10,10
11,0
1,-13
1,11
3,0
0,1
1,-13
1,10
1,1
1,-13
1,2
-11,1
1,-11
1,1
-13,10
-13,-13
0,1
-13,10
1,-11
-13,1
1,11
-11,1
1,1
1,-13
2,-11
0,3
1,2
-13,11
-13,-11
-13,1
0,0
-13,-13
-13,1
1,1
1,1
-11,10
-13,2
1,-13
1,1
-11,10
10,10
0,-13
10,-13
0,-11
1,1
0,1
10,10
11,1
1,2
0,0
-11,1
1,0
10,0
11,1
0,-13
1,-13
10,-13
10,0
1,0
2,1
1,0
-13,-11
1,-13
1,-11
2,-11
2,-13
0,-13
-11,-11
2,-13
10,11
1,-13
10,1
0,2
10,-13
-11,-13
-11,10
-11,1
-13,1
1,1
1,1
-13,-11
1,-13
-13,10
0,-13
1,10
10,1
1,-11
1,1
1,-11
1,1
1,2
-13,0
-13,10
1,10
-11,1
0,1
1,1
-11,1
-13,2
2,3
10,-11
1,-11
11,0
-13,10
-11,1
0,-11
1,-13
-13,-13
3,1
1,-11
-13,1
10,2
1,1
1,11
1,2
2,1
2,-11
-13,-11
1,-13
-11,1
-13,0
10,-11
2,1
10,-11
2,1
1,0
-13,-13
10,3
2,-11
2,-11
1,10
1,-13
12,12
0,2
12,-11
-11,0
-11,1
1,11
2,-13
3,1
-13,-13
-11,-13
10,1
2,1
2,1
0,1
1,-11
2,1
2,1
-13,2
1,-13
10,12
1,1
-11,0
-11,1
-13,-11
1,11
1,11
1,1
0,1
1,10
2,-13
-13,10
-13,1
10,0
1,2
0,1
1,1
11,11
12,10
11,1
-11,0
-13,1
-13,11
-11,11
0,2
1,1
1,-11
1,1
1,10
-13,-13
1,10
-13,0
-11,0
0,11
-11,2
-11,-13
1,-11
2,1
-13,1
10,1
-13,3
1,12
-11,1
1,0
11,2
2,-11
-13,-13
0,2
11,-11
1,10
11,1
10,1
-11,0
0,1
1,-11
1,1
-11,0
2,-11
0,1
-13,-11
-13,0
0,1
1,1
1,10
2,-13
0,2
10,10
-11,1
-13,-11
10,-11
-13,1
1,2
1,-11
-11,1
2,-11
11,12
2,-11
1,0
10,10
1,0
-11,1
11,-13
10,0
1,1
-13,-11
2,-11
2,1
10,-13
11,-13
1,1
-13,-11
1,1
2,1
11,-11
-13,0
-11,2
2,-13
1,0
-13,10
-13,11
2,-11
-13,10
1,10
0,1
0,-13
2,3
-13,1
0,1
1,2
11,-13
-13,-13
0,1
1,2
1,-13
-11,1
10,-11
0,11
1,1
10,1
0,-13
1,1
0,-13
11,-13
-11,2
1,10
-13,1
-13,-13
1,1
0,11
10,1
0,1
1,1
1,1
-13,0
1,2
-13,1
10,1
11,10
1,-13
0,2
2,-13
-13,1
0,10
-13,2
10,1
-11,1
0,-13
2,-11
1,-11
2,2
0,1
1,0
-13,-11
-13,-11
2,-11
0,0
-13,10
0,-13
10,1
10,10
1,-13
-13,1
-13,1
-13,10
0,-13
-11,-13
-11,3
2,-13
0,10
0,10
0,-11
1,-11
-13,-13
-13,2
2,11
0,10
11,1
-11,1
-13,1
-13,-13
-11,1
1,-13
1,11
2,10
2,-13
10,1
0,-13
-13,1
2,1
1,-11
2,1
2,-13
2,0
1,0
10,2
0,10
10,-13
1,11
1,-13
-13,1
2,11
0,-11
0,-13
-13,-13
1,-11
-11,2
11,-11
1,-13
1,-11
-11,-11
1,1
1,-13
2,12
-11,10
0,0
-13,1
-13,-11
1,-13
-13,10
1,1
2,-11
1,-11
0,-11
1,-13
-11,1
10,10
1,0
-11,1
10,1
1,-11
1,1
11,-11
11,1
-11,-13
0,1
3,2
-13,1
1,2
1,10
1,-13
0,11
1,0
1,1
-13,1
-13,10
-13,1
0,1
1,-13
-13,-11
1,-11
0,-13
0,-11
0,1
-11,1
10,-11
2,-11
-13,1
1,1
1,0
-11,1
0,-13
1,3
2,-13
0,11
1,0
-13,-11
-11,-13
10,2
12,11
-13,-11
-11,-13
-11,0
10,0
1,1
-13,1
11,0
0,3
0,0
1,2
-13,-13
0,-13
1,1
3,-11
-11,-13
0,-13
1,10
-13,-11
1,1
1,2
1,1
10,10
12,-13
-11,1
11,2
11,1
-13,-13
-11,1
10,0
1,1
1,1
0,1
1,-13
0,-11
-13,-13
10,1
-13,2
-11,1
-13,1
1,-11
1,1
1,2
-11,-11
2,1
10,1
-11,1
1,10
-11,1
2,-11
10,0
-13,11
-13,0
0,1
-11,1
1,1
1,-13
2,1
-13,1
10,0
1,1
-11,1
2,2
1,-11
0,1
-11,-11
-13,1
-11,2
-11,10
-13,0
0,0
2,1
10,2
1,1
2,2
1,-13
2,1
-13,0
3,1
0,-11
-11,-11
1,-11
11,0
-13,11
-11,-11
10,-13
-13,0
1,10
1,-11
2,-13
1,-13
2,1
-11,-11
1,0
2,2
1,1
-13,1
-11,10
2,0
-13,1
10,1
2,0
-11,0
10,1
1,11
0,-13
-13,-11
-11,11
-11,1
10,11
0,-13
1,0
10,2
-11,2
1,-13
1,2
10,1
2,10
-13,10
0,10
1,2
-13,1
-11,1
11,-11
1,10
10,-13
2,2
10,-11
-11,1
-11,3
0,0
-13,1
2,-11
-11,-13
-13,-11
1,1
0,-13
-13,0
0,-11
1,1
-13,-11
-13,1
1,0
1,1
11,1
1,1
-11,1
1,10
1,-11
-11,0
1,-13
-13,1
-11,1
0,-13
-11,-11
-13,11
11,1
10,-11
-11,-13
1,11
0,1
10,-11
10,1
2,1
1,-11
0,-11
-13,1
2,1
1,1
10,11
-13,0
0,1
1,2
1,-13
0,1
-11,0
2,10
-13,1
1,12
-11,10
-13,-13
-1,1
0,-11
1,1
10,0
-11,11
1,2
10,-11
-13,-13
-13,-11
1,2
-13,1
-13,-11
11,0
1,-13
-11,2
1,3
0,1
2,1
-11,-11
-13,-13
-11,3
2,-13
1,10
10,1
10,1
-13,0
2,1
-13,-13
-11,1
1,2
-11,2
-13,1
1,1
-13,11
0,1
11,-13
-13,-13
0,-13
1,-11
1,10
0,10
1,2
10,0
0,11
2,-11
0,-13
0,-11
2,0
1,-11
10,-11
1,-11
1,1
1,1
10,-13
-11,-13
10,0
1,2
11,-11
0,1
1,-13
-11,-11
1,10
-13,-13
1,-13
1,2
-11,1
-13,-11
-11,-11
0,1
-13,0
-13,1
1,-13
1,1
0,10
-13,11
1,-13
-11,1
1,-11
3,0
11,-11
1,1
-13,-13
2,10
11,11
-11,-13
-13,-13
-11,0
-13,1
0,-11
2,0
0,0
0,1
1,1
10,1
-13,10
-13,10
2,11
10,10
1,11
1,1
1,0
-13,-11
1,1
0,1
2,1
-13,1
0,-11
1,0
-13,-11
-11,0
-11,0
-11,1
10,-11
11,10
0,10
0,-11
-11,1
1,-13
-11,-11
10,-13
1,-13
-11,3
-13,0
2,-11
2,1
1,10
-13,1
10,2
-11,-11
0,1
-13,-13
-13,-11
1,2
1,-11
1,-13
-11,10
10,1
0,1
2,1
10,-13
1,-13
1,1
2,-13
1,2
-11,2
-13,1
10,1
-13,-11
-11,-11
2,1
-13,-11
-13,-13
-11,1
10,-11
1,-11
1,-13
-11,1
10,11
1,-11
11,0
-11,1
1,2
11,1
3,1
2,-11
-13,-11
11,1
1,-11
1,-11
0,-11
1,1
1,1
1,1
-11,10
-13,2
11,1
0,1
0,-13
1,-13
-11,10
10,1
-13,-13
10,-13
2,0
11,1
1,1
1,-13
0,10
10,3
10,1
1,-11
1,2
-11,1
12,10
-13,2
1,-11
11,1
-13,1
-11,0
10,-13
1,-13
0,1
-11,1
-11,-13
-11,10
1,1
1,1
0,1
2,-13
-13,-13
11,1
-11,1
1,-13
2,-11
0,2
-13,-11
2,-13
2,11
-11,0
1,-13
1,-13
10,2
10,10
2,-13
1,12
-13,0
-13,1
1,2
-11,-13
-11,1
-13,1
-11,-11
2,11
-11,1
-13,1
-13,10
-13,1
-11,-11
10,1
11,-11
1,-11
1,11
-11,1
-13,-11
-13,-13
2,-11
0,1
1,1
2,10
2,3
1,0
1,1
1,-13
-13,1
-13,-11
-11,0
0,-11
-13,-13
2,1
0,2
2,-13
-13,-11
0,1
2,1
-11,2
-13,-13
1,-13
-13,-13
2,1
11,10
10,1
-13,-11
-11,1
1,0
-11,2
0,-11
-11,1
0,1
0,-13
-11,1
0,-13
10,10
-11,-11
10,10
-13,1
2,-11
10,1
11,11
-13,10
0,0
0,-13
-11,2
1,-11
0,2
2,2
1,1
10,1
2,0
-11,0
3,0
2,1
1,-13
-13,-13
11,2
-13,1
12,1
0,1
-11,-13
1,10
1,-13
1,-11
-11,0
11,2
10,0
1,2
0,0
1,-13
11,10
-11,0
10,10
2,0
1,-13
0,-11
1,-11
0,-11
-13,1
-13,-13
2,-11
-11,0
-13,1
-13,0
1,-13
0,-13
1,-11
2,1
-13,0
2,-11
2,-13
-13,10
2,1
1,0
10,1
1,0
-13,1
2,-13
-13,-11
-13,-11
2,1
-11,1
11,-11
-11,10
-13,-13
0,-11
10,10
-11,-13
10,10
1,1
-13,1
-11,-13
0,1
0,-13
-11,-13
2,-13
1,-13
1,1
0,10
10,-11
1,1
1,0
10,1
-11,0
1,2
10,10
-11,11
0,-11
2,-11
-13,11
1,-11
10,1
0,-13
10,-11
-11,11
-11,-13
-13,-11
10,11
10,1
-13,1
0,-13
11,-11
1,2
1,-13
-13,-13
10,10
0,0
2,-13
1,1
-11,1
10,1
1,-11
1,10
2,0
-11,1
0,3
-13,0
-11,-11
-11,0
11,0
0,-11
-13,10
0,10
2,-11
-11,10
-11,1
-11,1
-13,1
1,11
-11,1
1,-11
10,1
-11,-13
-11,1
10,1
2,1
1,1
-11,0
-13,-13
-13,2
0,-13
1,2
1,1
1,10
1,11
1,11
-13,2
1,-11
0,0
-13,-13
10,0
-13,2
2,-11
11,10
1,-11
-13,-11
1,-11
-1,1
10,11
0,11
1,-13
-13,2
-13,2
0,1
10,-13
2,-11
-11,1
1,-11
0,-11
-13,2
-11,11
10,11
1,1
1,0
10,-13
2,1
0,-13
2,1
-13,-11
-11,2
2,11
0,11
1,-11
1,0
-13,-11
1,-13
0,2
-11,1
10,-11
1,1
-11,2
0,10
1,1
2,10
0,1
-13,0
-11,10
3,-13
-13,1
-11,-11
-11,-11
1,2
11,3
-13,10
2,1
0,-13
-11,2
11,-11
0,2
0,-13
-11,11
1,1
2,2
10,0
-13,0
0,2
-11,1
-11,-11
1,1
-13,10
0,2
10,-13
2,10
-11,1
-11,2
-13,1
1,2
10,-13
-11,1
1,-13
-11,10
1,-11
1,0
0,11
10,-13
2,11
3,1
-11,-13
0,10
-11,-11
2,1
-13,2
1,-11
0,2
10,-13
1,10
1,1
-13,2
-11,1
-11,10
0,1
-13,-13
0,-13
-13,10
11,10
2,-11
2,-11
-13,-11
2,-13
-13,10
10,10
1,1
2,11
-11,-13
2,-13
-11,1
1,11
1,1
-13,0
-11,-13
2,2
-11,-13
1,1
0,10
0,11
1,1
10,1
0,1
10,1
0,1
-13,1
1,11
1,-11
-13,-11
-13,10
0,-11
0,1
-13,1
-11,0
-11,10
1,-13
1,0
1,0
0,1
-11,10
0,0
11,1
2,-11
2,1
-11,-11
2,-11
10,1
0,-13
10,-13
3,-11
-11,2
1,-11
-11,1
-11,10
-13,0
-11,10
0,10
-13,-11
0,1
-13,-11
-13,0
10,1
-11,10
-11,0
10,-13
-13,1
-13,2
0,0
2,2
1,-13
10,10
3,-11
2,1
1,-11
-11,2
1,10
-11,1
1,2
-11,2
0,1
-13,1
1,-11
1,-13
11,-13
1,1
10,1
2,1
-13,-11
-13,10
12,1
-11,-11
-13,11
-11,10
10,1
-13,-11
-13,2
0,-11
-13,-11
2,10
-13,10
-11,-11
1,11
-11,-13
2,-11
2,2
11,1
10,1
10,0
2,2
2,10
1,10
-13,-11
-11,10
1,-11
-13,-13
0,1
-13,10
1,-11
1,0
-11,1
1,2
1,-11
10,1
-13,1
0,-13
-11,1
1,3
1,10
11,-11
11,1
-11,-13
1,0
-13,-11
0,3
-11,1
2,-11
-13,-13
-13,10
1,1
10,-11
11,10
-11,-13
10,2
-11,1
1,0
1,-11
-11,-11
-13,11
10,0
-11,0
10,11
-11,10
1,-13
0,2
1,2
1,1
2,0
1,1
-11,12
-11,0
-11,-11
2,-13
1,1
2,1
0,-11
1,3
3,-13
-11,-13
11,-13
0,1
-13,1
-13,1
2,-13
-13,-13
1,-11
0,11
1,1
1,-13
10,1
-13,-11
1,-13
-13,11
1,1
1,10
-13,1
-13,-13
12,10
3,-11
-11,-13
10,1
1,-13
2,1
2,-11
10,1
-13,-13
2,1
1,1
10,10
11,-11
-13,-13
1,10
1,11
1,11
11,-11
0,-13
1,0
0,-13
0,10
2,-11
1,10
0,-11
-11,1
-11,2
2,0
2,1
-11,1
0,0
-11,11
-11,0
-13,1
-11,1
1,-13
-13,-11
-11,-13
1,1
-11,0
-11,-13
1,-11
-13,-11
1,10
-11,0
1,-11
-11,1
-11,1
2,10
1,-13
-13,-11
1,-13
1,11
1,-13
1,10
-13,0
0,10
1,0
2,-11
1,-13
1,-11
1,-11
2,1
-11,-11
1,0
0,-13
1,-13
1,-11
-11,2
-11,1
1,1
11,-13
1,1
2,1
-11,1
1,2
11,2
10,2
10,-11
-11,-13
-13,-13
10,-13
-13,1
-11,-13
1,10
10,1
1,2
-13,10
-13,1
-11,0
-11,-13
1,-11
1,-11
1,-11
0,-13
-11,1
0,11
1,1
-13,2
0,-11
-13,0
-13,-11
1,1
10,-13
-13,1
-13,1
-11,2
0,1
10,-13
1,1
1,1
1,-11
1,1
2,-11
-11,-13
-11,0
1,-13
2,2
10,10
-11,10
10,1
-11,10
1,1
2,0
0,1
2,0
0,-13
-11,0
-11,1
1,2
1,-11
1,12
10,-13
1,0
0,1
-13,0
1,1
10,1
0,1
-13,10
10,1
11,-13
11,-11
0,10
-11,-11
-11,2
0,-11
-11,1
10,10
-11,-13
-13,0
-13,1
2,-13
10,-13
1,-13
10,1
-11,2
-11,1
1,11
1,11
10,-11
2,1
-13,-11
1,-11
-13,2
0,0
1,0
-11,-13
0,-13
-13,0
-11,10
-11,1
1,11
10,10
1,10
-13,-13
-13,-11
2,1
10,-11
0,-11
-11,2
3,2
0,-13
0,1
-11,10
2,1
-11,-11
-11,1
10,10
2,1
-13,1
10,10
-13,-11
0,0
12,1
-13,-13
2,-13
-11,1
-13,1
1,1
-11,-13
0,-13
11,10
1,0
-11,0
-13,-11
1,-13
-11,1
-13,2
-11,1
1,1
-11,2
0,10
-11,0
10,2
10,-11
-13,11
1,2
1,1
0,-11
-13,1
0,3
0,-13
-11,2
10,-13
-11,10
1,-11
1,-11
-13,0
0,1
2,2
-1,2
-11,1
-13,11
1,1
0,1
-13,11
2,10
0,-13
0,-11
1,1
12,11
1,-11
-11,-13
-11,1
2,11
2,-13
-13,2
-13,1
-11,-11
-11,0
-11,1
1,1
11,1
-11,1
1,1
2,-13
-13,0
11,-11
0,-13
11,0
11,0
1,10
1,1
11,1
2,-11
0,10
2,1
1,1
3,11
0,-11
10,-13
10,1
1,1
2,1
-13,1
0,0
0,-13
1,-13
1,1
0,1
1,2
-11,1
11,1
0,-11
-13,2
1,0
1,3
0,-13
1,1
10,1
0,-11
-11,1
-13,1
0,11
0,-11
1,-13
0,10
1,0
1,10
2,10
1,-11
-11,11
0,3
-13,1
1,-13
-13,-13
-11,1
2,2
-11,-13
-13,2
10,-11
2,-11
-13,11
-11,-13
-13,1
-11,10
2,0
1,1
-11,-11
10,1
10,2
-11,2
-13,1
2,1
11,0
2,-13
2,0
2,0
-11,0
2,2
11,1
11,-11
11,11
-13,1
1,2
10,1
10,1
1,0
2,-11
2,11
-11,10
0,-11
0,10
10,2
0,2
-13,10
2,0
1,1
1,-13
1,1
-13,1
-11,-11
10,1
11,1
-13,1
1,1
1,0
-13,3
1,1
2,1
1,2
10,2
-13,-11
1,1
0,-11
2,-13
10,-13
10,-13
1,0
-13,-11
-11,10
1,1
-13,1
-11,0
-11,2
-11,10
10,1
-11,-11
-11,-13
10,0
2,2
0,2
-11,-13
-11,0
0,0
11,0
10,1
1,10
2,0
10,-11
2,1
0,0
1,11
1,-11
-13,2
-13,-11
1,2
11,2
1,-11
12,-11
0,11
1,10
-13,0
1,1
1,-11
1,-11
0,0
0,10
2,0
10,-11
10,1
-13,-13
-11,10
2,2
0,1
1,-13
-13,0
-11,0
0,1
-11,-13
1,-13
-13,10
-13,2
10,-13
11,-13
-13,2
10,-13
2,2
-11,-11
-11,-11
0,10
1,-11
1,2
-11,0
1,10
11,10
1,2
-13,-13
-13,-13
0,-11
10,1
-11,1
-11,-13
1,2
11,-13
0,-11
0,1
2,11
-13,-13
10,0
-11,1
1,0
1,2
-13,2
-11,-11
0,-13
-13,-11
2,2
11,1
1,1
1,1
11,-11
2,0
11,-13
1,10
1,-11
1,1
1,-11
-13,1
-11,1
-13,1
1,0
2,3
3,-13
-11,1
-11,-11
-13,1
0,2
10,10
2,-11
1,10
-11,-11
10,-13
0,-11
-13,0
11,10
-11,1
-13,0
10,11
10,1
-13,1
-13,0
1,2
-11,-11
-13,2
3,1
1,-13
1,-11
2,1
1,-13
1,1
-13,2
10,-11
2,1
1,2
0,-13
10,1
0,1
0,-13
2,0
1,2
-13,1
10,0
1,-13
1,0
0,2
-11,-13
1,-11
-13,-11
1,1
-13,2
-13,1
-11,10
2,-13
10,1
-13,-11
10,-13
2,1
-13,-11
0,1
-13,1
11,1
-13,0
-13,-11
1,1
-11,-11
-11,1
3,1
2,-13
1,1
1,-13
1,-11
0,-13
1,-11
0,-11
-11,1
1,-11
1,-11
1,2
-13,-13
3,1
2,1
-11,-11
11,11
-11,2
1,-11
1,-13
-11,1
-11,11
11,0
-13,1
1,2
-13,1
0,-13
-11,0
1,4
1,-11
-11,0
1,1
-13,11
11,-11
11,2
-13,11
-11,10
1,-13
-11,0
2,10
10,1
10,-13
10,2
1,-11
1,-13
1,10
-11,1
-11,-13
-13,1
10,-13
1,2
0,10
0,-13
1,-11
11,1
2,10
10,0
-13,2
-11,-13
1,-13
0,-13
10,1
1,0
-13,10
-11,1
-13,-13
2,2
11,2
1,0
-13,2
-13,1
-13,0
-13,-11
-11,-13
2,-13
0,1
-11,-13
10,-13
1,0
0,11
10,0
10,1
1,-13
2,-13
2,10
2,-11
0,10
0,2
-13,-13
-13,-11
1,0
-11,1
1,0
10,0
2,1
-13,1
2,2
-11,-11
-13,1
11,1
-11,-13
-13,-11
2,11
2,0
2,11
10,11
-13,1
10,1
1,-13
-13,10
-13,-13
1,1
0,-11
-11,2
1,0
0,10
-11,1
0,1
0,-13
1,-11
-13,-11
1,0
10,0
10,3
1,0
-11,-11
1,10
-11,-11
1,1
-11,1
0,3
-11,1
1,-11
-13,2
-11,-11
1,-11
2,12
-11,1
1,-13
-11,1
-13,-13
-13,11
0,1
1,-13
-11,-13
-11,1
-13,2
-13,11
1,2
2,2
0,-11
-13,-13
1,0
1,2
1,-13
-11,1
0,2
-11,-13
1,-11
10,-11
1,11
10,-13
1,-13
2,1
0,0
1,1
2,-13
1,10
11,1
2,-11
-11,-11
-11,0
11,12
-11,2
1,-11
10,-11
0,12
-11,10
-11,2
-11,0
0,1
0,1
-13,-13
1,-11
0,-13
-13,10
-11,-11
1,1
1,11
2,2
-13,-11
1,-11
1,0
2,1
2,1
-13,-11
0,1
0,10
1,10
0,1
-13,-13
-11,1
-13,1
1,11
-13,1
1,1
3,1
3,0
1,1
-13,-11
1,-11
0,-11
1,0
1,-13
-13,11
2,0
0,2
2,-11
1,10
10,1
10,0
-13,1
-11,0
-11,0
-11,-13
0,1
0,10
2,-11
0,2
1,0
-13,1
2,-11
-13,-13
-11,0
-11,-11
1,-1
-13,0
0,-13
1,1
-11,-11
1,0
0,10
1,2
0,1
-13,1
11,-13
-13,2
-11,0
0,-11
-13,1
12,-11
-13,-13
-11,1
1,1
10,-11
-11,1
3,1
0,0
0,-13
-11,-11
-13,-13
-11,10
1,-13
-11,1
-11,10
-11,-13
-11,0
0,1
-13,-13
0,11
2,1
1,11
-13,-11
-13,10
-11,3
0,10
10,1
0,0
1,1
0,1
0,-13
-11,1
1,0
0,2
2,2
0,2
-11,-13
-11,0
1,-13
-11,10
-11,1
1,-13
-11,-11
1,-11
-11,-13
11,11
1,-13
-11,-13
1,1
1,-11
-11,10
12,-11
-11,0
1,-11
0,-13
-13,0
0,12
-13,-13
-13,0
2,10
-13,10
1,10
1,-11
10,2
2,1
-13,2
-11,11
10,1
0,2
0,0
1,0
1,-13
1,2
-11,2
1,-13
2,1
-11,10
1,1
10,0
1,-11
1,-13
2,-11
-11,-11
-13,-13
11,10
2,-13
1,0
-11,-11
1,1
1,2
-11,0
-11,-11
11,-13
0,1
-11,1
1,0
-13,2
-13,1
-13,11
11,-13
0,0
-13,1
-11,0
0,0
-11,1
2,1
-13,10
-11,1
1,-13
1,0
1,1
10,3
-13,10
0,-11
-11,1
-13,-11
1,-11
10,-11
-13,2
0,-13
1,2
-13,-11
1,1
11,1
0,1
2,-11
-13,-13
2,1
-13,-11
1,-13
1,1
11,-11
0,-11
1,11
1,-11
0,1
10,-11
11,3
-11,-11
1,1
-13,-13
-11,1
0,-13
-11,0
2,-13
-13,-11
-13,1
-11,-11
2,1
11,1
10,1
-13,11
1,-13
-13,1
1,2
-13,-13
2,0
-13,1
-13,1
1,-13
-11,-13
-13,-13
10,10
1,11
1,1
11,0
3,1
-13,-13
-13,0
1,10
-11,1
-11,1
10,-11
1,-13
1,1
-13,-11
-13,1
1,-13
1,0
-11,-13
-13,0
-11,-11
1,1
-11,-13
10,0
0,10
-11,1
2,0
1,-13
-11,1
10,0
1,10
1,2
1,-11
1,1
0,1
0,0
1,2
1,1
10,2
-11,-13
0,2
0,1
-13,1
1,1
2,1
11,-11
-13,1
1,-13
1,10
10,10
-11,11
1,10
-11,3
-11,1
-13,1
-11,1
1,1
2,11
1,1
11,-11
-13,1
10,11
1,-11
-13,11
1,10
10,-11
0,1
10,-13
0,0
10,1
-13,-13
-13,-11
-13,2
1,-13
10,-11
-13,1
2,-11
-11,-11
-13,0
0,-13
-11,-11
10,0
-11,1
1,2
1,0
10,-13
10,11
1,-11
10,10
11,10
1,-13
-11,0
1,0
2,2
2,3
10,-13
-13,10
-13,1
10,11
0,-13
-13,1
-11,10
-13,-11
1,1
2,0
1,-13
-13,0
-11,-11
1,10
1,-11
0,1
-11,10
-13,10
-13,0
1,1
1,-11
1,1
-13,-11
-11,10
2,1
2,-11
-11,0
1,1
-13,0
1,-13
-13,1
10,-11
-11,-11
1,11
-11,0
-11,1
1,1
1,-13
0,1
11,11
-13,1
2,11
2,1
10,1
1,11
2,-13
-11,-11
1,2
-13,1
11,0
0,0
1,1
1,0
-11,1
1,-11
0,0
10,-13
1,-13
-13,1
2,1
2,1
1,10
1,10
-11,10
1,-11
1,-13
-13,1
-11,1
1,1
-11,10
-11,11
11,0
1,-11
0,10
1,10
-13,2
-11,-11
2,0
10,-13
10,-11
0,-13
10,-11
0,10
10,1
10,1
-13,0
2,2
1,2
10,2
1,1
1,-13
2,0
0,-11
2,2
-13,-11
10,-13
-11,1
-13,2
1,10
-13,-13
3,-11
10,2
-11,0
0,1
1,-11
1,-11
0,-13
0,11
-13,10
2,1
1,-13
2,-13
11,1
1,1
0,-11
1,-13
10,10
1,1
11,-13
10,-13
-13,-11
1,-11
0,0
1,0
-11,1
0,-11
2,2
2,1
-13,1
1,-11
-13,11
-11,1
1,0
-13,1
1,-11
2,1
1,1
2,1
1,11
1,-11
2,-13
10,10
-13,11
-13,-11
2,-13
2,-11
0,0
0,11
1,-13
1,10
-13,-11
2,11
1,-11
10,1
-11,-13
-13,10
-13,0
10,-13
1,1
10,2
-11,3
-13,1
12,-11
3,0
-11,-11
11,10
1,1
-11,1
10,3
1,2
0,2
